Date,Year,Month,Event,Event_Type,Total_Tourist_Arrivals,Domestic_Tourists,International_Tourists,Hotel_Occupancy(%),Average_Stay_Duration(days),Tourism_Revenue(INR),Cruise_Arrivals,Airport_Footfall,Temperature(C),Rainfall(mm),Flight_Delays,Monsoon_Impact_Flag,Most_Visited_Place,Agency_or_Package,Lag_1_Month,Lag_3_Month,Lag_6_Month,Moving_Average,Seasonal_Index
2022-12-08,2022,12,No Major Event,None,68988,44926,24062,54.36,2.03,102795777.89,113,87929,26.15,593.12,27,1,Chottanikkara Temple,Travel Group,67317,64048,68526,67219,1.05
2022-01-03,2022,1,Onam Festival,Festival,68400,41065,27335,64.08,2.59,135178862.53,24,88243,25.39,342.1,26,1,Marine Drive,Private Agency,64298,66174,72101,67743,1.04
2022-11-12,2022,11,Wedding Season,MICE,112410,70264,42146,57.7,4.74,312072584.52,37,122712,32.62,189.17,11,0,Bolgatty Palace,Self-Planned,113713,115131,119149,115100,1.13
2023-08-17,2023,8,Onam Festival,Festival,122369,76953,45416,89.3,4.79,344771613.56,152,135483,30.64,131.26,13,0,Chinese Fishing Nets,Self-Planned,122506,119913,122609,121849,0.84
2022-11-05,2022,11,Monsoon Dip,Low Season,98994,61861,37133,87.87,1.7,216645984.71,47,108918,31.93,556.95,15,1,Cherai Beach,Private Agency,102666,93012,111098,101442,1.16
2024-05-17,2024,5,Peak Season,Tourism,106519,83588,22931,80.54,3.39,161071100.22,2806,117368,27.62,369.78,1,1,Bolgatty Palace,Private Agency,110579,109680,87772,103637,0.93
2023-11-21,2023,11,Biennale,Arts & Cultural,111175,83458,27717,92.41,2.78,170315662.26,94,120383,29.45,232.49,9,0,Cherai Beach,Self-Planned,115781,120434,113157,115136,0.88
2023-08-11,2023,8,Cruise Season,Cruise Tourism,67066,46434,20632,84.3,2.3,131886201.53,2986,76868,31.73,356.12,24,1,Cherai Beach,Private Agency,67358,75607,56486,66629,1.1
2024-06-11,2024,6,Onam Festival,Festival,60263,39889,20374,71.3,3.26,162361644.46,198,66573,25.13,148.19,26,0,Marine Drive,Travel Group,62479,60281,75674,64674,0.97
2023-10-30,2023,10,Monsoon Dip,Low Season,79909,52646,27263,64.12,3.95,140009251.63,38,96722,24.34,580.86,8,1,Marine Drive,Government Package,83308,80293,91714,83806,1.01
2023-01-29,2023,1,Biennale,Arts & Cultural,118468,81417,37051,76.19,5.25,143984056.51,995,125768,24.33,270.04,38,0,Lulu Mall,Government Package,123253,112018,110865,116151,0.9
2023-05-30,2023,5,Cruise Season,Cruise Tourism,74745,58009,16736,51.72,5.16,193975320.2,2836,89016,26.75,308.18,12,1,Chinese Fishing Nets,Self-Planned,77780,83958,57340,73455,0.86
2023-02-10,2023,2,Onam Festival,Festival,109556,80751,28805,67.78,2.57,178643388.67,25,118646,26.61,545.38,15,1,Lulu Mall,Travel Group,110990,114094,93176,106954,1.17
2023-09-27,2023,9,No Major Event,None,105657,76526,29131,68.46,3.64,269478500.72,140,122377,27.24,498.16,3,1,Mattancherry Palace,Private Agency,105185,103196,90306,101086,0.86
2023-05-10,2023,5,Conference,MICE,128265,102412,25853,69.39,4.79,196274280.56,24,141207,30.65,260.26,11,0,Chottanikkara Temple,Travel Group,129574,132706,126353,129224,1.09
2022-02-24,2022,2,Biennale,Arts & Cultural,129533,88018,41515,84.7,3.04,173496440.96,2095,133529,30.42,489.68,48,1,Bolgatty Palace,Government Package,129845,135952,148870,136050,1.12
2022-05-24,2022,5,Cruise Season,Cruise Tourism,128976,84607,44369,75.35,1.66,162130347.52,2188,140049,26.21,442.21,44,1,Lulu Mall,Self-Planned,126064,138567,112273,126470,1.02
2022-02-07,2022,2,Conference,MICE,72053,51387,20666,57.23,5.17,125698568.4,198,79470,30.92,494.57,28,1,Hill Palace,Private Agency,75828,80698,73822,75600,0.9
2022-11-29,2022,11,Onam Festival,Festival,105045,78674,26371,51.15,1.53,226513198.61,79,110796,27.75,348.37,34,1,Hill Palace,Travel Group,100223,106608,97837,102428,1.19
2023-09-19,2023,9,Monsoon Dip,Low Season,99679,69871,29808,89.31,2.87,279155784.74,148,107374,27.53,409.93,48,1,Fort Kochi,Travel Group,100716,98079,94197,98167,0.84
2024-04-18,2024,4,Wedding Season,MICE,84579,60703,23876,88.68,3.66,235314105.61,182,103928,30.79,296.33,29,0,Lulu Mall,Government Package,79792,82570,100477,86854,1.15
2022-11-20,2022,11,Wedding Season,MICE,119091,86439,32652,70.22,4.03,343012531.09,134,134761,31.91,385.98,2,1,Chinese Fishing Nets,Travel Group,124087,112787,125981,120486,0.84
2023-08-06,2023,8,Cruise Season,Cruise Tourism,107851,75538,32313,94.37,5.48,152715258.47,2479,123142,27.83,229.28,24,0,Chottanikkara Temple,Self-Planned,110775,113875,99895,108099,0.82
2023-05-01,2023,5,Biennale,Arts & Cultural,108504,74750,33754,55.07,4.19,193538313.1,637,126039,25.13,533.5,46,1,Chinese Fishing Nets,Self-Planned,105148,117122,106515,109322,0.88
2022-05-28,2022,5,No Major Event,None,71814,54158,17656,87.72,2.1,113749431.88,59,80106,26.32,311.02,16,1,Chinese Fishing Nets,Self-Planned,68735,75731,89616,76474,1.17
2022-09-29,2022,9,Monsoon Dip,Low Season,89255,64183,25072,73.83,1.78,147737996.36,114,99508,29.52,76.53,11,0,Chinese Fishing Nets,Government Package,86780,81141,105574,90687,0.83
2023-03-20,2023,3,Monsoon Dip,Low Season,97809,75663,22146,52.13,5.31,215668969.01,110,109762,27.12,154.02,4,0,Chottanikkara Temple,Private Agency,94421,106554,83621,95601,0.91
2023-07-02,2023,7,Peak Season,Tourism,109030,73906,35124,89.13,1.72,272175448.24,462,125990,30.54,519.59,37,1,Mattancherry Palace,Travel Group,105959,111358,115599,110486,0.9
2024-03-21,2024,3,Onam Festival,Festival,88070,60001,28069,72.01,5.23,241096906.71,104,97880,32.57,128.84,35,0,Bolgatty Palace,Self-Planned,89535,95499,68469,85393,1.12
2023-06-22,2023,6,Cruise Season,Cruise Tourism,94666,58683,35983,52.51,3.47,265257123.11,2264,101844,31.37,516.73,32,1,Cherai Beach,Travel Group,94572,96171,94091,94875,0.9
2024-08-31,2024,8,No Major Event,None,118481,84617,33864,64.45,4.59,182974212.67,106,130356,25.04,160.0,1,0,Hill Palace,Travel Group,121855,123472,113475,119320,1.1
2023-03-19,2023,3,Onam Festival,Festival,101040,66826,34214,82.68,2.51,231390274.99,70,113862,27.21,419.01,34,1,Chinese Fishing Nets,Self-Planned,105216,99402,91961,99404,0.95
2024-04-07,2024,4,Onam Festival,Festival,86750,53827,32923,81.57,4.92,155888130.78,88,95286,31.18,32.64,12,0,Chinese Fishing Nets,Travel Group,82244,83117,70476,80646,0.88
2022-10-12,2022,10,Conference,MICE,84131,52365,31766,64.13,3.0,140709870.02,110,89833,24.52,234.98,20,0,Marine Drive,Government Package,79203,86067,100953,87588,0.94
2022-03-19,2022,3,Conference,MICE,50285,35698,14587,57.64,4.09,92449456.02,107,68891,28.06,215.7,30,0,Cherai Beach,Travel Group,50415,54040,56824,52891,1.01
2023-06-05,2023,6,Cruise Season,Cruise Tourism,103515,64689,38826,59.54,5.03,165865335.23,1900,108722,27.86,316.53,16,1,Bolgatty Palace,Private Agency,105778,107619,116356,108317,1.18
2022-12-16,2022,12,Wedding Season,MICE,94955,60442,34513,67.53,2.6,122734970.41,167,107204,26.57,255.76,10,0,Chinese Fishing Nets,Travel Group,97736,99071,74996,91689,1.19
2022-07-11,2022,7,Monsoon Dip,Low Season,116878,74353,42525,63.87,2.92,303983593.88,168,133013,26.5,333.03,2,1,Chinese Fishing Nets,Self-Planned,119342,121719,118260,119049,1.04
2022-06-14,2022,6,Peak Season,Tourism,82013,51490,30523,65.46,5.17,241624828.09,2885,101541,30.89,409.87,48,1,Marine Drive,Government Package,79460,79014,99866,85088,1.01
2023-10-10,2023,10,Cruise Season,Cruise Tourism,99805,79418,20387,62.49,4.15,259917009.52,932,103331,31.32,187.35,1,0,Cherai Beach,Travel Group,98582,108413,102926,102431,1.11
2023-03-20,2023,3,Onam Festival,Festival,70016,49157,20859,86.59,4.56,84037559.27,101,83965,29.92,101.36,41,0,Hill Palace,Self-Planned,68726,65837,74885,69866,1.12
2024-12-04,2024,12,Monsoon Dip,Low Season,83579,57506,26073,74.89,2.59,174425608.26,119,97179,25.35,398.95,36,1,Bolgatty Palace,Self-Planned,84733,88376,75027,82928,1.19
2022-07-13,2022,7,Cruise Season,Cruise Tourism,126360,85731,40629,77.77,5.29,311155108.1,1494,136945,29.33,395.59,48,1,Marine Drive,Self-Planned,126111,131684,136870,130256,0.99
2024-01-02,2024,1,Cruise Season,Cruise Tourism,102586,69163,33423,56.21,2.46,163522200.22,2611,108383,30.8,73.9,19,0,Marine Drive,Travel Group,104001,96960,117810,105339,0.82
2024-04-22,2024,4,Biennale,Arts & Cultural,61071,39705,21366,57.69,2.99,86346142.48,2143,66217,30.35,591.88,31,1,Lulu Mall,Self-Planned,61340,59997,52566,58743,1.16
2024-07-02,2024,7,Wedding Season,MICE,98328,62785,35543,78.28,1.76,281632396.87,57,104724,32.04,171.19,28,0,Lulu Mall,Travel Group,93708,95794,91431,94815,1.17
2024-03-27,2024,3,Monsoon Dip,Low Season,102184,69692,32492,93.01,4.46,178958569.96,65,115162,31.61,387.39,11,1,Cherai Beach,Private Agency,98948,104172,107528,103208,0.91
2024-08-03,2024,8,Conference,MICE,94893,66361,28532,73.22,1.82,171344133.87,164,105319,30.51,15.85,46,0,Hill Palace,Private Agency,99286,96243,95621,96510,0.87
2024-09-15,2024,9,Wedding Season,MICE,69944,43661,26283,56.82,4.61,135475829.57,20,75692,31.95,340.5,30,1,Chinese Fishing Nets,Government Package,65017,69929,82505,71848,0.94
2023-08-11,2023,8,Biennale,Arts & Cultural,121176,85417,35759,79.15,1.86,239770548.01,1973,129275,32.77,257.98,38,0,Lulu Mall,Government Package,121070,111481,105302,114757,0.86
2023-12-28,2023,12,Biennale,Arts & Cultural,73786,46054,27732,92.23,4.83,195028507.78,2744,89230,28.42,241.8,47,0,Mattancherry Palace,Self-Planned,69500,75152,80789,74806,1.06
2022-12-25,2022,12,Wedding Season,MICE,79680,62653,17027,75.49,4.38,121392556.94,49,92760,25.49,178.96,12,0,Fort Kochi,Private Agency,82206,75647,89611,81786,1.0
2024-02-04,2024,2,Conference,MICE,125200,79253,45947,53.35,3.48,256441246.73,82,138297,29.3,118.48,24,0,Chinese Fishing Nets,Government Package,124547,119984,124496,123556,1.19
2024-03-13,2024,3,Wedding Season,MICE,126095,88406,37689,82.45,5.19,329362789.01,115,136810,27.21,12.67,36,0,Hill Palace,Travel Group,126964,128543,110369,122992,0.91
2022-08-25,2022,8,Monsoon Dip,Low Season,115182,81115,34067,61.23,4.84,195751986.74,155,128704,31.32,371.15,46,1,Mattancherry Palace,Private Agency,113909,117449,101010,111887,1.01
2024-10-21,2024,10,Monsoon Dip,Low Season,64208,46092,18116,76.62,4.27,109480475.78,112,81516,32.56,273.24,46,0,Chottanikkara Temple,Government Package,61696,67415,68397,65429,1.08
2022-05-19,2022,5,Cruise Season,Cruise Tourism,59212,47210,12002,90.59,1.67,74613417.57,298,73699,29.87,44.64,1,0,Cherai Beach,Self-Planned,56524,54519,59178,57358,1.02
2022-10-03,2022,10,No Major Event,None,89914,57847,32067,51.79,2.79,239140406.9,20,107177,29.17,11.43,10,0,Bolgatty Palace,Private Agency,94803,94171,93038,92981,1.02
2022-02-23,2022,2,Monsoon Dip,Low Season,89075,63003,26072,75.32,1.87,251951966.15,154,98475,30.07,460.3,47,1,Marine Drive,Government Package,85450,88634,79630,85697,0.97
2023-09-30,2023,9,Conference,MICE,58993,45772,13221,51.51,2.5,125608855.08,106,74447,26.82,6.8,27,0,Mattancherry Palace,Government Package,59999,68949,60241,62045,0.85
2024-12-26,2024,12,Conference,MICE,117209,84820,32389,79.14,3.56,167187441.76,31,134086,26.45,201.71,49,0,Fort Kochi,Self-Planned,113340,121791,134716,121764,0.91
2024-03-13,2024,3,Biennale,Arts & Cultural,102406,64898,37508,74.34,3.32,261334978.85,919,121865,26.24,526.73,10,1,Cherai Beach,Self-Planned,105240,109534,82923,100025,0.94
2022-09-02,2022,9,Cruise Season,Cruise Tourism,64625,51510,13115,60.78,3.31,190069433.33,430,73531,24.88,359.75,42,1,Bolgatty Palace,Private Agency,65001,69917,68859,67100,1.11
2022-05-16,2022,5,Biennale,Arts & Cultural,56235,40794,15441,74.63,2.54,145744070.64,873,61057,26.94,501.25,35,1,Fort Kochi,Private Agency,55530,50132,72496,58598,1.11
2024-06-14,2024,6,Monsoon Dip,Low Season,88264,63165,25099,59.94,3.05,233219015.34,192,94523,24.69,588.1,1,1,Marine Drive,Self-Planned,88952,90470,98832,91629,1.04
2022-02-18,2022,2,Cruise Season,Cruise Tourism,112882,69455,43427,94.29,3.43,244878449.25,2220,123158,28.79,338.79,8,1,Marine Drive,Travel Group,110742,113061,95952,108159,1.07
2022-12-30,2022,12,Onam Festival,Festival,90476,62976,27500,63.83,5.19,221144045.61,47,99946,31.0,307.55,8,1,Fort Kochi,Self-Planned,90248,100322,85757,91700,1.18
2024-02-23,2024,2,No Major Event,None,88708,59574,29134,91.44,1.77,170894493.8,51,97580,28.16,431.18,2,1,Fort Kochi,Government Package,91426,92877,78272,87820,1.13
2024-12-17,2024,12,Cruise Season,Cruise Tourism,109337,77291,32046,71.6,3.63,275414634.4,2214,113114,29.58,499.96,41,1,Mattancherry Palace,Travel Group,105365,110125,90379,103801,0.89
2024-09-21,2024,9,Wedding Season,MICE,91505,72197,19308,94.31,3.4,148366725.73,184,105837,28.45,523.79,0,1,Cherai Beach,Private Agency,93627,84292,107071,94123,0.98
2024-09-19,2024,9,Cruise Season,Cruise Tourism,90442,61088,29354,67.27,5.22,213011750.49,714,95936,26.03,583.33,13,1,Bolgatty Palace,Government Package,89099,96560,87340,90860,0.84
2024-03-23,2024,3,Biennale,Arts & Cultural,112972,79542,33430,76.51,5.43,233042863.29,2537,130968,28.46,392.43,7,1,Marine Drive,Travel Group,109724,107183,103238,108279,1.18
2024-04-24,2024,4,No Major Event,None,69939,46645,23294,74.67,3.69,84791411.6,159,88143,29.38,525.89,28,1,Chottanikkara Temple,Government Package,70852,73881,52430,66775,1.0
2023-05-11,2023,5,Cruise Season,Cruise Tourism,56349,38256,18093,82.45,5.31,84951648.11,2392,60644,26.73,582.14,37,1,Bolgatty Palace,Travel Group,59578,65461,76005,64348,1.11
2022-01-25,2022,1,Peak Season,Tourism,103265,82024,21241,69.9,3.75,208294050.0,1762,121296,26.8,500.32,27,1,Chottanikkara Temple,Private Agency,105365,103555,84284,99117,0.95
2023-08-13,2023,8,Wedding Season,MICE,90519,55241,35278,67.48,2.99,267948914.09,168,102433,24.82,474.07,21,1,Mattancherry Palace,Private Agency,93981,81794,96107,90600,1.19
2023-06-21,2023,6,Peak Season,Tourism,102040,66644,35396,89.82,3.6,247567152.85,686,118884,32.79,169.72,37,0,Hill Palace,Private Agency,100850,110025,116110,107256,0.98
2024-06-23,2024,6,Wedding Season,MICE,108198,77422,30776,65.19,2.76,309995220.82,41,118204,25.95,356.75,37,1,Marine Drive,Government Package,105478,103334,98135,103786,0.91
2022-11-30,2022,11,Conference,MICE,89952,64103,25849,83.7,4.42,257555233.32,76,103897,30.18,332.51,21,1,Chottanikkara Temple,Government Package,85283,98219,100909,93590,0.93
2022-01-15,2022,1,Onam Festival,Festival,118717,80971,37746,51.78,3.93,167717723.7,36,132396,29.66,12.8,31,0,Bolgatty Palace,Self-Planned,119420,109666,113952,115438,0.87
2022-11-02,2022,11,No Major Event,None,80246,54515,25731,89.27,5.19,152003745.92,168,96165,32.3,422.86,41,1,Chinese Fishing Nets,Government Package,79441,75871,95937,82873,0.81
2023-03-14,2023,3,Conference,MICE,121093,74021,47072,92.95,4.86,351755435.37,126,140785,32.52,35.33,26,0,Bolgatty Palace,Private Agency,118857,128346,128790,124271,1.16
2023-03-25,2023,3,Biennale,Arts & Cultural,83711,60774,22937,92.67,2.83,189299540.81,2015,89268,26.06,95.81,33,0,Cherai Beach,Private Agency,86854,74130,98700,85848,1.19
2022-06-22,2022,6,Conference,MICE,72217,43583,28634,58.84,4.84,159706989.24,62,81890,27.15,577.41,43,1,Lulu Mall,Government Package,74597,66568,56518,67475,1.17
2023-11-03,2023,11,Onam Festival,Festival,107347,74540,32807,80.56,1.74,188176884.12,103,114917,31.44,497.63,23,1,Lulu Mall,Travel Group,105634,98538,111403,105730,1.17
2023-09-25,2023,9,Wedding Season,MICE,123351,81913,41438,86.88,1.54,334879864.15,127,142840,27.9,304.91,23,1,Lulu Mall,Private Agency,122845,122344,132316,125214,1.08
2022-05-20,2022,5,No Major Event,None,71978,52180,19798,88.05,4.04,122881459.39,118,91912,26.85,245.2,47,0,Fort Kochi,Government Package,69060,79995,58678,69927,1.17
2023-10-25,2023,10,Cruise Season,Cruise Tourism,80203,54038,26165,78.2,4.53,118735553.0,880,89654,30.53,262.13,45,0,Chinese Fishing Nets,Self-Planned,82609,86802,77050,81666,0.86
2024-10-20,2024,10,Onam Festival,Festival,108711,70092,38619,64.74,3.33,156262114.83,85,127706,30.41,137.41,13,0,Lulu Mall,Self-Planned,110210,116834,106344,110524,0.88
2023-10-01,2023,10,Wedding Season,MICE,65503,47822,17681,51.73,3.76,82573864.18,95,79912,27.47,353.42,19,1,Mattancherry Palace,Travel Group,60646,69448,63043,64660,1.04
2023-12-27,2023,12,Onam Festival,Festival,72511,46659,25852,75.32,1.94,162637338.74,34,84575,30.67,530.44,34,1,Cherai Beach,Travel Group,67819,74756,66424,70377,1.19
2024-01-17,2024,1,Cruise Season,Cruise Tourism,77255,56999,20256,64.22,3.91,196936149.18,2573,87996,26.59,348.67,44,1,Chottanikkara Temple,Government Package,80630,75511,57538,72733,1.09
2024-05-13,2024,5,Cruise Season,Cruise Tourism,59936,41365,18571,93.92,4.19,163324195.94,2849,69622,25.4,464.41,30,1,Mattancherry Palace,Government Package,64872,57984,43392,56546,1.02
2022-01-21,2022,1,Onam Festival,Festival,126076,82673,43403,92.96,3.66,316399733.59,36,130615,26.47,330.85,41,1,Mattancherry Palace,Travel Group,128788,126161,124231,126314,1.04
2024-01-05,2024,1,Peak Season,Tourism,56964,41601,15363,67.07,5.02,87537142.45,1924,72370,32.04,514.64,4,1,Mattancherry Palace,Travel Group,61809,56907,40013,53923,0.83
2023-08-20,2023,8,Biennale,Arts & Cultural,83904,60411,23493,79.3,4.69,248968910.53,1759,87151,30.92,505.55,21,1,Fort Kochi,Travel Group,87777,80160,85256,84274,1.12
2024-01-01,2024,1,Cruise Season,Cruise Tourism,116871,74732,42139,64.16,4.95,259844291.82,1687,131778,31.89,350.96,37,1,Marine Drive,Government Package,112538,122814,120110,118083,0.93
2022-09-29,2022,9,Monsoon Dip,Low Season,58880,37351,21529,64.07,2.01,91000589.59,187,64737,27.37,380.73,8,1,Hill Palace,Government Package,63249,65353,46239,58430,1.03
2024-12-05,2024,12,Onam Festival,Festival,80714,51082,29632,68.42,4.73,211560892.45,169,96711,29.02,361.65,29,1,Marine Drive,Private Agency,76869,71011,77444,76509,0.88
2022-09-24,2022,9,Conference,MICE,89806,54805,35001,64.65,1.92,128984088.75,55,109269,27.97,376.46,39,1,Marine Drive,Government Package,86238,89237,96421,90425,0.91
2024-10-27,2024,10,Peak Season,Tourism,77793,62225,15568,91.15,2.81,156842582.94,1542,83396,24.88,448.96,49,1,Cherai Beach,Self-Planned,81823,83313,59820,75687,0.94
2024-04-10,2024,4,Cruise Season,Cruise Tourism,58100,37757,20343,87.79,5.32,95771646.17,928,67060,30.15,311.12,34,1,Chottanikkara Temple,Self-Planned,53407,51111,62195,56203,1.06
2024-04-16,2024,4,Peak Season,Tourism,103022,69968,33054,56.03,2.47,200615352.09,271,122208,28.15,40.55,24,0,Bolgatty Palace,Government Package,98852,98976,120917,105441,1.12
2023-07-10,2023,7,No Major Event,None,78468,48076,30392,56.09,2.68,125448834.76,79,88151,25.97,240.85,7,0,Mattancherry Palace,Government Package,83233,78847,67152,76925,1.15
2022-08-15,2022,8,Monsoon Dip,Low Season,120172,90240,29932,59.94,2.53,225551932.89,161,134342,26.76,144.12,31,0,Bolgatty Palace,Travel Group,115417,118748,102593,114232,1.13
2022-06-14,2022,6,Conference,MICE,107459,67916,39543,51.78,2.18,223476173.38,104,113483,29.7,587.24,27,1,Hill Palace,Private Agency,110265,111359,114699,110945,1.01
2022-09-23,2022,9,Wedding Season,MICE,110652,68173,42479,58.2,3.47,204162914.66,90,119776,29.01,431.97,12,1,Hill Palace,Self-Planned,112195,117512,124466,116206,0.84
2023-08-02,2023,8,Wedding Season,MICE,76752,57529,19223,59.76,4.38,162553104.46,128,84336,32.42,57.34,35,0,Mattancherry Palace,Private Agency,72536,72665,79399,75338,0.98
2022-09-16,2022,9,Conference,MICE,95510,76281,19229,94.26,3.01,137581175.63,178,105111,32.3,544.46,36,1,Marine Drive,Self-Planned,93261,103650,110702,100780,1.12
2024-02-09,2024,2,Cruise Season,Cruise Tourism,105048,83595,21453,89.76,1.72,306811002.75,2416,117475,26.93,402.08,46,1,Chinese Fishing Nets,Travel Group,108632,110338,100703,106180,1.09
2023-05-06,2023,5,Peak Season,Tourism,68535,52898,15637,56.25,3.46,106381089.27,2732,87056,30.53,395.67,9,1,Mattancherry Palace,Self-Planned,65622,67505,79619,70320,0.86
2023-09-28,2023,9,Biennale,Arts & Cultural,90842,67828,23014,68.89,5.49,123977485.16,2293,110323,27.41,487.77,40,1,Chinese Fishing Nets,Self-Planned,87953,83341,98711,90211,0.82
2024-03-04,2024,3,Monsoon Dip,Low Season,100984,71319,29665,82.11,1.95,217186758.59,113,107026,29.47,15.04,16,0,Fort Kochi,Travel Group,104818,93799,119387,104747,0.97
2022-08-08,2022,8,Onam Festival,Festival,87782,61910,25872,62.16,3.45,109503268.43,188,96525,29.68,531.84,45,1,Hill Palace,Self-Planned,84342,88601,93910,88658,0.94
2024-02-11,2024,2,Cruise Season,Cruise Tourism,118432,81811,36621,84.54,3.85,236365839.61,1898,127563,31.96,199.88,37,0,Fort Kochi,Travel Group,115270,111420,126533,117913,1.0
2023-07-10,2023,7,Biennale,Arts & Cultural,67170,46791,20379,88.83,4.16,122676743.2,796,71586,26.75,280.65,3,0,Marine Drive,Private Agency,66993,63832,61889,64971,0.87
2022-11-29,2022,11,Peak Season,Tourism,99139,68688,30451,93.73,1.96,232031687.88,385,107786,27.6,118.75,41,0,Fort Kochi,Government Package,95282,95148,118702,102067,1.1
2024-12-08,2024,12,Conference,MICE,81257,51565,29692,64.7,2.89,175221263.33,32,92968,30.98,175.7,27,0,Hill Palace,Self-Planned,83650,82389,80565,81965,0.92
